AQW00061705       11565C
USW00053138        2422Q
USW00053139        9776Q
USW00053144        5064Q
USW00053149        2909Q
USW00053150        2097Q
USW00053151        5402Q
USW00053152        2864Q
USW00053154        8353Q
USW00053155        2585Q
USW00053802        3601R
USW00053819        4939R
USW00053820        5922R
USW00053838        4829R
USW00053841        3843R
USW00053842        3586R
USW00053843        6454Q
USW00053844        3351R
USW00053847        6885Q
USW00053848        7059Q
USW00053850        5325R
USW00053852        4974R
USW00053853        6987R
USW00053854        5764R
USW00053855        3473R
USW00053858        6431R
USW00053859        3405R
USW00053860        7020R
USW00053862        6743R
USW00053863        5074R
USW00053864        5509R
USW00053865        6531R
USW00053866        3405R
USW00053867        5934R
USW00053868        4483R
USW00053869        5063R
USW00053870        4582R
USW00053871        4829R
USW00053872        4812R
USW00053873        4653R
USW00053874        5043R
USW00053877        3034Q
USW00053878        3172Q
USW00053879        3973Q
USW00053901        4172R
USW00053902        6661R
USW00053903        6991R
USW00053904        4044R
USW00053905        6163R
USW00053907        6378R
USW00053908        5009R
USW00053909        6216R
USW00053910        6886R
USW00053911        6248R
USW00053912        6462R
USW00053913        5235R
USW00053914        5886R
USW00053915        7069R
USW00053916        3644R
USW00053917        7616R
USW00053918        4598R
USW00053919        5738S
USW00053920        5198R
USW00053921        4935R
USW00053922        4031R
USW00053925        5244Q
USW00053926        4885Q
USW00053927        4710Q
USW00053959        5137Q
USW00053960        6657Q
USW00053961        5350Q
USW00053968        6266Q
USW00053974        3954Q
USW00053988        6273Q
USW00054704        2416R
USW00054728        1551R
USW00054733        2406R
USW00054734        2584R
USW00054737        3167R
USW00054740        2120R
USW00054742        2293S
USW00054743        3167R
USW00054756        2252R
USW00054757        1966R
USW00054767        2654R
USW00054768        2229R
USW00054769        2458R
USW00054770        2054R
USW00054771        1900R
USW00054772        2002R
USW00054773        2243R
USW00054777        2596R
USW00054778        2557R
USW00054779        2808Q
USW00054780        2865R
USW00054781        2100R
USW00054782        3205R
USW00054785        3062Q
USW00054786        3190R
USW00054787        3178R
USW00054788        2815R
USW00054789        2112R
USW00054790        2872R
USW00054791        2284R
USW00054792        2345R
USW00054793        2609R
USW00054794        2219Q
USW00054795        2177Q
USW00054796        2375Q
USW00054797        2348Q
USW00054808        3202Q
USW00054810        1512Q
USW00054811        2661Q
USW00054813        1693Q
USW00054851        2856Q
USW00054854        1795Q
USW00054902        3049Q
USW00054903        2368Q
USW00054932        1847Q
USW00054933        2158Q
USW00054937        1981Q
USW00063826        5485Q
USW00063828        6012Q
USW00063829        6198Q
USW00063831        5334Q
USW00063838        3741Q
USW00063849        4276Q
USW00063850        4905Q
USW00063855        3271Q
USW00063856        6669Q
USW00063857        4254Q
USW00063858        5417Q
USW00063862        4270Q
USW00063866        5042Q
USW00063867        4559Q
USW00063868        4817Q
USW00063869        5929Q
USW00063870        6600Q
USW00063872        6013Q
USW00063890        6751Q
USW00063891        5272Q
USW00063892        5467Q
USW00063893        5549Q
USW00063894        4736Q
USW00063895        4538Q
USW00063896        4502Q
USW00063897        5560Q
USW00063898        3541Q
USW00063899        5909Q
USW00064756        2456Q
USW00064758        1928Q
USW00064775        2286Q
USW00064776        2151Q
USW00073802        5675Q
USW00073803        5019Q
USW00092762        3397Q
USW00092805        9465R
USW00092806        8847S
USW00092809        9671R
USW00092811        9581S
USW00092821        7704Q
USW00092826        9021Q
USW00092827        8207Q
USW00093005        1922R
USW00093009         288S
USW00093010        2145S
USW00093013        2750R
USW00093026        5195S
USW00093027        3471R
USW00093033        5483S
USW00093037        2434S
USW00093042        3725S
USW00093044        2172S
USW00093045        4718R
USW00093057        2995R
USW00093058        3196S
USW00093067        2562R
USW00093069        2309R
USW00093073        1216R
USW00093075        3693R
USW00093084        6190R
USW00093101        4942R
USW00093102        3411S
USW00093104        5814R
USW00093107        4747S
USW00093110        3648R
USW00093111        3471R
USW00093112        5835S
USW00093114        5955R
USW00093115        4581Q
USW00093116        3928Q
USW00093129        2564R
USW00093134        5648R
USW00093138        8764R
USW00093139        3401R
USW00093140        9198R
USW00093141        2641R
USW00093167        5179R
USW00093184        5107R
USW00093193        5601S
USW00093197        4458R
USW00093205        4521R
USW00093206        3484R
USW00093209        3925S
USW00093210        4845R
USW00093225        4360R
USW00093227        2773R
USW00093228        3373R
USW00093230        1063R
USW00093241        4518R
USW00093242        4756R
USW00093243        3919Q
USW00093245        1444Q
USW00093706        3429R
USW00093718        5463R
USW00093719        5361S
USW00093720        3809S
USW00093721        3732C
USW00093727        5519S
USW00093729        5175S
USW00093730        3535C
USW00093736        3698R
USW00093738        3780S
USW00093739        3911S
USW00093740        5455R
USW00093741        4888Q
USW00093743        5061Q
USW00093759        4657R
USW00093765        5294R
USW00093773        4696R
USW00093775        4462R
USW00093778        3141R
USW00093780        3440R
USW00093781        4737R
USW00093782        5161R
USW00093783        4419R
USW00093784        4538R
USW00093785        4920R
USW00093786        3716R
USW00093801        4803R
USW00093805        6721C
USW00093806        5742R
USW00093807        4584R
USW00093808        4423S
USW00093809        4454R
USW00093810        4165R
USW00093812        3653S
USW00093814        3752C
USW00093815        3323S
USW00093816        3730R
USW00093817        4182S
USW00093819        3592S
USW00093820        3930C
USW00093821        4567S
USW00093822        3666C
USW00093823        3529Q
USW00093824        3132S
USW00093825        4174R
USW00093831        6411S
USW00093832        6734R
USW00093837        7505S
USW00093839        5459R
USW00093841        6718R
USW00093842        6146C
USW00093845        6517Q
USW00093846        4888S
USW00093862        5432S
USW00093874        6683R
USW00093901        6594R
USW00093909        4008R
USW00093914        6016S
USW00093915        6413R
USW00093919        6133S
USW00093950        5353S
USW00093953        5015R
USW00093967        4694R
USW00093985        5988R
USW00093986        5146S
USW00093987        6533S
USW00093988        5552R
USW00093989        3604S
USW00093990        3737R
USW00093992        5652C
USW00093993        4153S
USW00093997        4011S
USW00094008        2293C
USW00094010        2273R
USW00094012        2027S
USW00094014        2117S
USW00094017        2130R
USW00094023        2185R
USW00094030        2437S
USW00094032        1505R
USW00094037        2242R
USW00094038        1949R
USW00094039        2620R
USW00094040        3186S
USW00094041        1971R
USW00094050        1723R
USW00094051        2058R
USW00094052        2544R
USW00094053        2641R
USW00094054        2150R
USW00094055        2104R
USW00094056        2496R
USW00094057        2215R
USW00094059        2149Q
USW00094060        2056Q
USW00094074        2214Q
USW00094075         374Q
USW00094077        2036Q
USW00094078        2118Q
USW00094079        2624Q
USW00094080        2196Q
USW00094081        2168Q
USW00094082        2881Q
USW00094084        1705Q
USW00094085        2768Q
USW00094088        1381Q
USW00094107        2287R
USW00094119        1595R
USW00094128        2084R
USW00094129        1729R
USW00094143        1803S
USW00094173         463Q
USW00094176        2185R
USW00094178        2668R
USW00094182         900R
USW00094185        1630S
USW00094194        1727R
USW00094197        2665R
USW00094224        1422S
USW00094225        1380S
USW00094227        1666R
USW00094236        1628R
USW00094239        2938R
USW00094240        1110S
USW00094248        2194R
USW00094261        1996R
USW00094266        1046R
USW00094273        2047R
USW00094274        1897R
USW00094276        1178R
USW00094281        2422R
USW00094290        2099R
USW00094298        2538R
USW00094299        1627R
USW00094623        1870R
USW00094624        2494R
USW00094626        1638R
USW00094644        1781Q
USW00094645        1442Q
USW00094700        1526R
USW00094702        3114S
USW00094704        2692R
USW00094705        1887S
USW00094720        2568R
USW00094723        2600R
USW00094724        2275R
USW00094725        2103S
USW00094726        2518R
USW00094728        3668S
USW00094732        3602R
USW00094740        1374R
USW00094741        3623R
USW00094745        2852S
USW00094746        2417R
USW00094765        2338R
USW00094789        3474S
USW00094790        2148S
USW00094793        2572R
USW00094794        2283R
USW00094814        1896S
USW00094815        2824R
USW00094817        2716R
USW00094818        2549R
USW00094822        3048S
USW00094823        3062C
USW00094830        3034C
USW00094846        3057S
USW00094847        3033S
USW00094849        1874S
USW00094850        1651C
USW00094855        2500R
USW00094860        2822C
USW00094870        3381R
USW00094871        2952R
USW00094889        2457R
USW00094892        3053R
USW00094893        1778R
USW00094895        3370R
USW00094898        2240Q
USW00094899        1491R
USW00094908        2744S
USW00094910        2988C
USW00094911        3040S
USW00094918        3195R
USW00094929        1720R
USW00094931        1417S
USW00094938        2198R
USW00094943        2966R
