AQW00061705       15214C
USW00024232        4960S
USW00024233        4770C
USW00024234        4920R
USW00024235        3766R
USW00024237        2294R
USW00024241        4324R
USW00024242        5050R
USW00024243        4517S
USW00024255        3782S
USW00024257        8185R
USW00024259        4724R
USW00024281        5062R
USW00024283        4081R
USW00024284        4334S
USW00024285        4266R
USW00024286        4270R
USW00025308        2943C
USW00025309        2225S
USW00025322        1982R
USW00025323        2325R
USW00025325        2578R
USW00025329        2288R
USW00025331        2149R
USW00025333        2511S
USW00025335        2326R
USW00025339        1733S
USW00025367        2662R
USW00025501        1751S
USW00025503        1741C
USW00025506        1765S
USW00025507        1679S
USW00025516        1659R
USW00025624        1291C
USW00025628         813R
USW00025704        1331P
USW00025713         790C
USW00026401        2130R
USW00026409        2347R
USW00026410        1756S
USW00026411        2337C
USW00026412        1821S
USW00026415        2076S
USW00026422        1949S
USW00026425        1733S
USW00026435        2122R
USW00026438        1947S
USW00026442        1813C
USW00026451        2127C
USW00026491        2602R
USW00026492        1518R
USW00026494        2003Q
USW00026502        1638R
USW00026508        1090R
USW00026510        2027S
USW00026512        2064Q
USW00026514        1982R
USW00026523        1857S
USW00026528        2187S
USW00026529        1990S
USW00026533        1860C
USW00026615        1623C
USW00026616        1160C
USW00026617        1136C
USW00026618         575R
USW00026642         813R
USW00027406         398P
USW00027502         186S
USW00027503         464P
USW00027515         670P
USW00045715        1032P
USW00053119        8138R
USW00053120        7425R
USW00053121        7516R
USW00053123       10388R
USW00053131       10664Q
USW00053132        7398Q
USW00053136        8212Q
USW00053138        4368Q
USW00053139       13339Q
USW00053144        8230Q
USW00053149        5065Q
USW00053150        4274Q
USW00053151        9023Q
USW00053152        6469Q
USW00053154       11978Q
USW00053155        4791Q
USW00053802        5948R
USW00053819        7976R
USW00053820        9217R
USW00053838        7829R
USW00053841        6367R
USW00053842        5952R
USW00053843        9878Q
USW00053844        5727R
USW00053847       10341Q
USW00053848       10539Q
USW00053850        8457R
USW00053852        7910R
USW00053853       10496R
USW00053854        8987R
USW00053855        5852R
USW00053858        9852R
USW00053859        5756R
USW00053860       10546R
USW00053862       10205R
USW00053863        8104R
USW00053864        8652R
USW00053865        9940R
USW00053866        5749R
USW00053867        9151R
USW00053868        7273R
USW00053869        7884R
USW00053870        7477R
USW00053871        7749R
USW00053872        7766R
USW00053873        7583R
USW00053874        8069R
USW00053877        5557Q
USW00053878        5721Q
USW00053879        6403Q
USW00053901        6785R
USW00053902       10052R
USW00053903       10375R
USW00053904        6508R
USW00053905        9390R
USW00053907        9609R
USW00053908        7794R
USW00053909        9368R
USW00053910       10315R
USW00053911        9432R
USW00053912        9735R
USW00053913        8059R
USW00053914        8991R
USW00053915       10547R
USW00053916        5972R
USW00053917       11137R
USW00053918        7366R
USW00053919        8829S
USW00053920        8097R
USW00053921        7841R
USW00053922        6655R
USW00053925        8209Q
USW00053926        7614Q
USW00053927        7400Q
USW00053959        8000Q
USW00053960       10097Q
USW00053961        8405Q
USW00053968        9516Q
USW00053974        6339Q
USW00053988        9633Q
USW00054704        4480R
USW00054728        3250R
USW00054733        4475R
USW00054734        4690R
USW00054737        5466R
USW00054740        3997R
USW00054742        4179S
USW00054743        5454R
USW00054756        4187R
USW00054757        3895R
USW00054767        4782R
USW00054768        4216R
USW00054769        4555R
USW00054770        3941R
USW00054771        3692R
USW00054772        3836R
USW00054773        4209R
USW00054777        4738R
USW00054778        4622R
USW00054779        4989Q
USW00054780        5228R
USW00054781        4053R
USW00054782        5533R
USW00054785        5321Q
USW00054786        5521R
USW00054787        5539R
USW00054788        4990R
USW00054789        4087R
USW00054790        5156R
USW00054791        4258R
USW00054792        4401R
USW00054793        4733R
USW00054794        4192Q
USW00054795        4140Q
USW00054796        4499Q
USW00054797        4459Q
USW00054808        5439Q
USW00054810        3140Q
USW00054811        4702Q
USW00054813        3399Q
USW00054851        5088Q
USW00054854        3554Q
USW00054902        5149Q
USW00054903        4267Q
USW00054932        3609Q
USW00054933        3972Q
USW00054937        3747Q
USW00063826        8676Q
USW00063828        9335Q
USW00063829        9571Q
USW00063831        8445Q
USW00063838        6258Q
USW00063849        6958Q
USW00063850        7952Q
USW00063855        5828Q
USW00063856       10159Q
USW00063857        7106Q
USW00063858        8563Q
USW00063862        7125Q
USW00063866        8058Q
USW00063867        7477Q
USW00063868        7723Q
USW00063869        9270Q
USW00063870       10024Q
USW00063872        9296Q
USW00063890       10239Q
USW00063891        8429Q
USW00063892        8646Q
USW00063893        8741Q
USW00063894        7661Q
USW00063895        7417Q
USW00063896        7396Q
USW00063897        8774Q
USW00063898        5998Q
USW00063899        9248Q
USW00064756        4521Q
USW00064758        3827Q
USW00064775        4200Q
USW00064776        4003Q
USW00073802        8964Q
USW00073803        8139Q
USW00092762        5818Q
USW00092805       13112R
USW00092806       12481S
USW00092809       13319R
USW00092811       13228S
USW00092821       11309Q
USW00092826       12661Q
USW00092827       11821Q
USW00093005        3831R
USW00093009        1409S
USW00093010        4082S
USW00093013        4870R
USW00093026        8450S
USW00093027        5942R
USW00093033        8556S
USW00093037        4553S
USW00093042        6233S
USW00093044        4244S
USW00093045        7646R
USW00093057        5310R
USW00093058        5474S
USW00093067        4689R
USW00093069        4333R
USW00093073        2822R
USW00093075        5975R
USW00093084        9496R
USW00093101        8566R
USW00093102        5849S
USW00093104        9006R
USW00093107        8375S
USW00093110        7274R
USW00093111        7082R
USW00093112        9485S
USW00093114        9601R
USW00093115        8228Q
USW00093116        7573Q
USW00093129        4641R
USW00093134        9289R
USW00093138       12393R
USW00093139        6027R
USW00093140       12824R
USW00093141        4669R
USW00093167        8199R
USW00093184        8751R
USW00093193        8917S
USW00093197        8098R
USW00093205        7765R
USW00093206        7026R
USW00093209        7217S
USW00093210        8131R
USW00093225        7603R
USW00093227        6011R
USW00093228        6889R
USW00093230        2762R
USW00093241        7844R
USW00093242        8014R
USW00093243        7149Q
USW00093245        4963Q
USW00093706        5811R
USW00093718        8664R
USW00093719        8468S
USW00093720        6399S
USW00093721        6219C
USW00093727        8675S
USW00093729        8351S
USW00093730        5999C
USW00093736        6278R
USW00093738        6279S
USW00093739        6581S
USW00093740        8541R
USW00093741        7795Q
USW00093743        8219Q
USW00093759        7533R
USW00093765        8472R
USW00093773        7551R
USW00093775        7222R
USW00093778        5455R
USW00093780        5868R
USW00093781        7641R
USW00093782        8183R
USW00093783        7233R
USW00093784        7224R
USW00093785        7883R
USW00093786        6314R
USW00093801        7736R
USW00093805       10151C
USW00093806        8899R
USW00093807        7445R
USW00093808        7119S
USW00093809        7102R
USW00093810        6729R
USW00093812        6105S
USW00093814        6208C
USW00093815        5625S
USW00093816        6099R
USW00093817        6738S
USW00093819        5958S
USW00093820        6483C
USW00093821        7243S
USW00093822        6004C
USW00093823        5883Q
USW00093824        5443S
USW00093825        6728R
USW00093831        9783S
USW00093832       10213R
USW00093837       11049S
USW00093839        8400R
USW00093841       10148R
USW00093842        9438C
USW00093845        9943Q
USW00093846        7880S
USW00093862        8444S
USW00093874       10116R
USW00093901        9840R
USW00093909        6429R
USW00093914        9202S
USW00093915        9743R
USW00093919        9436S
USW00093950        8299S
USW00093953        7860R
USW00093967        7375R
USW00093985        9139R
USW00093986        7945S
USW00093987        9860S
USW00093988        8586R
USW00093989        5926S
USW00093990        6036R
USW00093992        8743C
USW00093993        6815S
USW00093997        6393S
USW00094008        4125C
USW00094010        4131R
USW00094012        3869S
USW00094014        3870S
USW00094017        3912R
USW00094023        4036R
USW00094030        4402S
USW00094032        3144R
USW00094037        4090R
USW00094038        3692R
USW00094039        4589R
USW00094040        5360S
USW00094041        3709R
USW00094050        3501R
USW00094051        3856R
USW00094052        4448R
USW00094053        4690R
USW00094054        4016R
USW00094055        3881R
USW00094056        4407R
USW00094057        4093R
USW00094059        3946Q
USW00094060        3809Q
USW00094074        4167Q
USW00094075        1491Q
USW00094077        3889Q
USW00094078        3936Q
USW00094079        4641Q
USW00094080        4004Q
USW00094081        3973Q
USW00094082        4895Q
USW00094084        3350Q
USW00094085        4762Q
USW00094088        2973Q
USW00094107        4262R
USW00094119        3388R
USW00094128        3987R
USW00094129        3705R
USW00094143        3510S
USW00094173        1569Q
USW00094176        4217R
USW00094178        4764R
USW00094182        2279R
USW00094185        3382S
USW00094194        3499R
USW00094197        4765R
USW00094224        4208S
USW00094225        4070S
USW00094227        4047R
USW00094236        3458R
USW00094239        5169R
USW00094240        3565S
USW00094248        4938R
USW00094261        4531R
USW00094266        3255R
USW00094273        4645R
USW00094274        4552R
USW00094276        3652R
USW00094281        5158R
USW00094290        4835R
